text,mood,source
i am drowning in tasks and feel paralysed,overwhelmed,extended_synthetic
i feel panicked and afraid like something terrible will happen,anxiety,emotions_kaggle
my self esteem is so low i cannot face people,low_self_esteem,extended_synthetic
i am burned out and stressed from everything,stress,extended_synthetic
i am terrified and cannot shake this overwhelming fear,anxiety,emotions_kaggle
i constantly compare myself to others and feel inferior,low_self_esteem,extended_synthetic
i am lonely and have no one to talk to,loneliness,extended_synthetic
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
the loneliness is unbearable and painful,loneliness,extended_synthetic
i feel hostile and aggressive people keep pushing my buttons,anger,emotions_kaggle
i dread going to bed because i know i will not sleep,insomnia,extended_synthetic
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
the weight of everything is crushing me,overwhelmed,extended_synthetic
i am scared of what the future might hold for me,anxiety,emotions_kaggle
i dread leaving the house and feel paralysed by fear,anxiety,emotions_kaggle
i feel inadequate and useless compared to everyone,low_self_esteem,extended_synthetic
i am not worthy of love or happiness,low_self_esteem,extended_synthetic
the fear is constant and i cannot find any peace or safety,anxiety,emotions_kaggle
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
i cannot sleep at night no matter what i try,insomnia,extended_synthetic
everything feels wonderful and i am in a great mood,positive,emotions_kaggle
i am terrified and cannot shake this overwhelming fear,anxiety,emotions_kaggle
i feel like a failure at everything i cannot seem to get anything right,low_self_esteem,counseling_kaggle
anxiety and fear are controlling my life and i feel trapped,anxiety,emotions_kaggle
i feel bitter and resentful the injustice makes me furious,anger,emotions_kaggle
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
i have no confidence in myself at all,low_self_esteem,extended_synthetic
i feel disconnected from everyone around me,loneliness,extended_synthetic
my frustration has turned into full blown rage and anger,anger,emotions_kaggle
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
i am terrified and cannot shake this overwhelming fear,anxiety,emotions_kaggle
i feel hostile and aggressive people keep pushing my buttons,anger,emotions_kaggle
i feel grateful and loving towards everyone who supports me,positive,emotions_kaggle
i am lonely and have no one to talk to,loneliness,extended_synthetic
i feel disconnected from myself like i am just going through the motions,loneliness,counseling_kaggle
nothing excites me anymore and i feel apathetic,low_motivation,extended_synthetic
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
i am not worthy of love or happiness,low_self_esteem,extended_synthetic
i feel like i am drowning in sadness and cannot get out,sadness,emotions_kaggle
i have no friends and feel completely isolated,loneliness,extended_synthetic
i am terrified and cannot shake this overwhelming fear,anxiety,emotions_kaggle
i cannot bring myself to do anything productive,low_motivation,extended_synthetic
i am overjoyed my dreams are finally coming true,positive,emotions_kaggle
i feel so sad and hopeless nothing seems to get better,sadness,emotions_kaggle
i keep procrastinating and cannot get started,low_motivation,extended_synthetic
i cannot control my anger everything is making me mad,anger,emotions_kaggle
i feel inadequate and useless compared to everyone,low_self_esteem,extended_synthetic
i have no friends and feel completely isolated,loneliness,extended_synthetic
the love i feel is overwhelming in the best possible way,positive,emotions_kaggle
i feel a deep sense of dread and cannot explain why i am scared,anxiety,emotions_kaggle
i feel disconnected from everyone around me,loneliness,extended_synthetic
i feel rage building inside me and i want to explode,anger,emotions_kaggle
i have been through a traumatic experience and cannot stop thinking about it,stress,counseling_kaggle
my mind races at night and keeps me awake,insomnia,extended_synthetic
sleep has become impossible for me lately,insomnia,extended_synthetic
i wake up multiple times and cannot rest,insomnia,extended_synthetic
anxiety and fear are controlling my life and i feel trapped,anxiety,emotions_kaggle
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
i feel completely alone and like no one understands what i am going through,loneliness,counseling_kaggle
i have not had a good night of sleep in weeks,insomnia,extended_synthetic
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
i feel ashamed of who i am,low_self_esteem,extended_synthetic
my relationship is causing me so much stress and anxiety,anxiety,counseling_kaggle
i feel like everything i do is wrong,low_self_esteem,extended_synthetic
i feel frantic and stressed with no relief in sight,stress,extended_synthetic
the loneliness is unbearable and painful,loneliness,extended_synthetic
i feel like a failure at everything i cannot seem to get anything right,low_self_esteem,counseling_kaggle
i have no energy or willpower to accomplish anything,low_motivation,extended_synthetic
i miss the people i have lost and the pain won't go away,sadness,emotions_kaggle
i wake up multiple times and cannot rest,insomnia,extended_synthetic
i feel ashamed of who i am,low_self_esteem,extended_synthetic
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
i am terrified and cannot shake this overwhelming fear,anxiety,emotions_kaggle
i feel overwhelmed by everything i have to do and like i cannot cope,stress,counseling_kaggle
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
everything is falling apart and i feel helpless,overwhelmed,extended_synthetic
i feel worthless and like no one would miss me if i was gone,sadness,emotions_kaggle
i feel disconnected from everyone around me,loneliness,extended_synthetic
i love my family and friends so much it brings me to tears,positive,emotions_kaggle
i feel a deep sense of dread and cannot explain why i am scared,anxiety,emotions_kaggle
i cannot relax because i am so stressed,stress,extended_synthetic
i am nervous and apprehensive about everything in my life,anxiety,emotions_kaggle
i feel a deep sense of dread and cannot explain why i am scared,anxiety,emotions_kaggle
i cannot believe this happened i am truly astonished,positive,emotions_kaggle
anxiety and fear are controlling my life and i feel trapped,anxiety,emotions_kaggle
i am nervous and apprehensive about everything in my life,anxiety,emotions_kaggle
i am so stressed out i cannot think straight,stress,extended_synthetic
i am depressed and empty inside i can't stop crying,sadness,emotions_kaggle
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
love is keeping me going through the difficult times,positive,emotions_kaggle
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
i feel stressed and tense all the time,stress,extended_synthetic
i feel a deep bond with the people i care about most,positive,emotions_kaggle
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
i feel like everything i do is wrong,low_self_esteem,extended_synthetic
i dread going to bed because i know i will not sleep,insomnia,extended_synthetic
i struggle with intrusive thoughts that i cannot control and they scare me,stress,counseling_kaggle
i have been really struggling with low self-esteem i compare myself to others constantly,stress,counseling_kaggle
i feel like i am drowning in sadness and cannot get out,sadness,emotions_kaggle
i keep having panic attacks in public and now i avoid going out altogether,anxiety,counseling_kaggle
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i have lost all drive and energy,low_motivation,extended_synthetic
i feel hostile and aggressive people keep pushing my buttons,anger,emotions_kaggle
i have no motivation to do anything at all,low_motivation,extended_synthetic
anxiety and fear are controlling my life and i feel trapped,anxiety,emotions_kaggle
i feel rage building inside me and i want to explode,anger,emotions_kaggle
i feel shocked and surprised by the sudden change of events,positive,emotions_kaggle
i did not see this coming at all what a surprise,positive,emotions_kaggle
i feel invisible and like nobody cares about me,loneliness,extended_synthetic
i am livid and feel like i could scream right now,anger,emotions_kaggle
i feel worthless and not good enough,low_self_esteem,extended_synthetic
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
i have zero motivation and keep procrastinating on everything that matters,low_motivation,counseling_kaggle
i have lost all drive and energy,low_motivation,extended_synthetic
i am frightened by my own thoughts and cannot stop them,anxiety,emotions_kaggle
i feel worthless and like no one would miss me if i was gone,sadness,emotions_kaggle
i feel worthless and not good enough,low_self_esteem,extended_synthetic
i am pleasantly surprised by how things turned out today,positive,emotions_kaggle
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
i feel unmotivated and stuck in life,low_motivation,extended_synthetic
my insomnia is getting worse every night,insomnia,extended_synthetic
i feel hostile and aggressive people keep pushing my buttons,anger,emotions_kaggle
my mind races at night and keeps me awake,insomnia,extended_synthetic
i miss the people i have lost and the pain won't go away,sadness,emotions_kaggle
i feel invisible and like nobody cares about me,loneliness,extended_synthetic
my insomnia is getting worse every night,insomnia,extended_synthetic
i feel like i am drowning in sadness and cannot get out,sadness,emotions_kaggle
i feel like i am drowning in sadness and cannot get out,sadness,emotions_kaggle
i feel hostile and aggressive people keep pushing my buttons,anger,emotions_kaggle
everything feels pointless so why even try,low_motivation,extended_synthetic
i feel a deep sense of dread and cannot explain why i am scared,anxiety,emotions_kaggle
there is too much going on and i cannot handle it,overwhelmed,extended_synthetic
i have been feeling extremely anxious lately and cannot stop worrying about everything my mind races at night and i cannot sleep,anxiety,counseling_kaggle
i feel so sad and hopeless nothing seems to get better,sadness,emotions_kaggle
i feel hostile and aggressive people keep pushing my buttons,anger,emotions_kaggle
i feel inadequate and useless compared to everyone,low_self_esteem,extended_synthetic
sleep has become impossible for me lately,insomnia,extended_synthetic
my self esteem is so low i cannot face people,low_self_esteem,extended_synthetic
i feel frantic and stressed with no relief in sight,stress,extended_synthetic
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
i am frightened by my own thoughts and cannot stop them,anxiety,emotions_kaggle
i feel compassion and care for everyone around me today,positive,emotions_kaggle
i feel overwhelmed by all my responsibilities,overwhelmed,extended_synthetic
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
the love i feel is overwhelming in the best possible way,positive,emotions_kaggle
i feel shocked and surprised by the sudden change of events,positive,emotions_kaggle
everything is too much and i feel overwhelmed,overwhelmed,extended_synthetic
i am amazed and taken aback by what just occurred,positive,emotions_kaggle
i have lost all drive and energy,low_motivation,extended_synthetic
i feel frantic and stressed with no relief in sight,stress,extended_synthetic
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
i have no motivation to do anything at all,low_motivation,extended_synthetic
i have no friends and feel completely isolated,loneliness,extended_synthetic
i feel shocked and surprised by the sudden change of events,positive,emotions_kaggle
i constantly compare myself to others and feel inferior,low_self_esteem,extended_synthetic
i am laughing and smiling it feels so good to be happy,positive,emotions_kaggle
the loneliness is unbearable and painful,loneliness,extended_synthetic
i have zero motivation and keep procrastinating on everything that matters,low_motivation,counseling_kaggle
i feel surprised and amazed by the unexpected good news,positive,emotions_kaggle
i am so angry and frustrated this is completely unfair,anger,emotions_kaggle
everything is falling apart and i feel helpless,overwhelmed,extended_synthetic
the love i feel is overwhelming in the best possible way,positive,emotions_kaggle
i feel like i am sinking under all this pressure,overwhelmed,extended_synthetic
i feel hostile and aggressive people keep pushing my buttons,anger,emotions_kaggle
i keep procrastinating and cannot get started,low_motivation,extended_synthetic
my mind races at night and keeps me awake,insomnia,extended_synthetic
i feel inadequate and useless compared to everyone,low_self_esteem,extended_synthetic
i am so angry and frustrated this is completely unfair,anger,emotions_kaggle
nothing excites me anymore and i feel apathetic,low_motivation,extended_synthetic
i have not had a good night of sleep in weeks,insomnia,extended_synthetic
i feel like i am sinking under all this pressure,overwhelmed,extended_synthetic
nothing excites me anymore and i feel apathetic,low_motivation,extended_synthetic
nobody understands me and i am all alone,loneliness,extended_synthetic
this surprise has completely changed how i feel today,positive,emotions_kaggle
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
i am so angry and frustrated this is completely unfair,anger,emotions_kaggle
i feel shocked and surprised by the sudden change of events,positive,emotions_kaggle
i am terrified and cannot shake this overwhelming fear,anxiety,emotions_kaggle
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
this was completely unexpected and i am still in disbelief,positive,emotions_kaggle
my insomnia is getting worse every night,insomnia,extended_synthetic
i am so stressed out i cannot think straight,stress,extended_synthetic
no one reaches out to me and i feel so alone,loneliness,extended_synthetic
i feel so much love and warmth for the people in my life,positive,emotions_kaggle
i did not see this coming at all what a surprise,positive,emotions_kaggle
i am frightened by my own thoughts and cannot stop them,anxiety,emotions_kaggle
nobody understands me and i am all alone,loneliness,extended_synthetic
i am frightened by my own thoughts and cannot stop them,anxiety,emotions_kaggle
i am drowning in tasks and feel paralysed,overwhelmed,extended_synthetic
i feel panicked and afraid like something terrible will happen,anxiety,emotions_kaggle
i am under so much stress i feel like breaking,stress,extended_synthetic
the anger is consuming me and i cannot calm down,anger,emotions_kaggle
the sadness is crushing me and i feel completely alone,sadness,emotions_kaggle
i feel compassion and care for everyone around me today,positive,emotions_kaggle
i am scared of what the future might hold for me,anxiety,emotions_kaggle
i lie awake for hours and cannot fall asleep,insomnia,extended_synthetic
i am so stressed out i cannot think straight,stress,extended_synthetic
i feel bitter and resentful the injustice makes me furious,anger,emotions_kaggle
i am so angry and frustrated this is completely unfair,anger,emotions_kaggle
i miss the people i have lost and the pain won't go away,sadness,emotions_kaggle
i cannot believe this happened i am truly astonished,positive,emotions_kaggle
i am so angry and frustrated this is completely unfair,anger,emotions_kaggle
i feel blessed and content with everything in my life,positive,emotions_kaggle
i cannot believe this happened i am truly astonished,positive,emotions_kaggle
i feel so lonely and isolated from everyone,loneliness,extended_synthetic
i am stuck and have no desire to move forward,low_motivation,extended_synthetic
sleep has become impossible for me lately,insomnia,extended_synthetic
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
i am frightened by my own thoughts and cannot stop them,anxiety,emotions_kaggle
i have been really struggling with low self-esteem i compare myself to others constantly,stress,counseling_kaggle
there is too much going on and i cannot handle it,overwhelmed,extended_synthetic
i feel worthless and like no one would miss me if i was gone,sadness,emotions_kaggle
i cannot sleep at night no matter what i try,insomnia,extended_synthetic
i cannot sleep no matter what i try i lie awake for hours with my mind going,insomnia,counseling_kaggle
i am scared of what the future might hold for me,anxiety,emotions_kaggle
i am frightened by my own thoughts and cannot stop them,anxiety,emotions_kaggle
work is stressing me beyond my limits,stress,extended_synthetic
i feel numb and disconnected from everything and everyone,sadness,emotions_kaggle
i feel so depressed and hopeless nothing brings me joy anymore and i do not see the point in anything,sadness,counseling_kaggle
i lie awake for hours and cannot fall asleep,insomnia,extended_synthetic
i feel warmth and affection for everyone in my life today,positive,emotions_kaggle
i feel light and joyful like nothing can bring me down,positive,emotions_kaggle
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
i feel left out and excluded from everything,loneliness,extended_synthetic
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
i struggle with intrusive thoughts that i cannot control and they scare me,stress,counseling_kaggle
i am not worthy of love or happiness,low_self_esteem,extended_synthetic
i am burned out and stressed from everything,stress,extended_synthetic
i feel warmth and affection for everyone in my life today,positive,emotions_kaggle
i am burned out and stressed from everything,stress,extended_synthetic
i am laughing and smiling it feels so good to be happy,positive,emotions_kaggle
i feel a deep bond with the people i care about most,positive,emotions_kaggle
every day is stressful and exhausting for me,stress,extended_synthetic
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
work is stressing me beyond my limits,stress,extended_synthetic
i feel invisible and like nobody cares about me,loneliness,extended_synthetic
no one reaches out to me and i feel so alone,loneliness,extended_synthetic
i feel abandoned and rejected by everyone,loneliness,extended_synthetic
the weight of everything is crushing me,overwhelmed,extended_synthetic
i feel completely alone and like no one understands what i am going through,loneliness,counseling_kaggle
no one reaches out to me and i feel so alone,loneliness,extended_synthetic
i have not had a good night of sleep in weeks,insomnia,extended_synthetic
i dread leaving the house and feel paralysed by fear,anxiety,emotions_kaggle
i feel worthless and not good enough,low_self_esteem,extended_synthetic
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
my self esteem is so low i cannot face people,low_self_esteem,extended_synthetic
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
the pressure is too much and i am stressed,stress,extended_synthetic
i am so stressed out i cannot think straight,stress,extended_synthetic
i have zero motivation and keep procrastinating on everything that matters,low_motivation,counseling_kaggle
i am lonely and have no one to talk to,loneliness,extended_synthetic
i wake up multiple times and cannot rest,insomnia,extended_synthetic
i cannot relax because i am so stressed,stress,extended_synthetic
the pressure is too much and i am stressed,stress,extended_synthetic
i feel shocked and surprised by the sudden change of events,positive,emotions_kaggle
my frustration has turned into full blown rage and anger,anger,emotions_kaggle
i have been through a traumatic experience and cannot stop thinking about it,stress,counseling_kaggle
this is the best day i have had in a long time pure joy,positive,emotions_kaggle
i have been feeling extremely anxious lately and cannot stop worrying about everything my mind races at night and i cannot sleep,anxiety,counseling_kaggle
i feel so lonely and isolated from everyone,loneliness,extended_synthetic
i have lost control and feel completely overwhelmed,overwhelmed,extended_synthetic
i am completely burned out from work i feel exhausted all the time and dread going in every day,stress,counseling_kaggle
everything feels pointless so why even try,low_motivation,extended_synthetic
i feel stressed and tense all the time,stress,extended_synthetic
the love i feel is overwhelming in the best possible way,positive,emotions_kaggle
this was completely unexpected and i am still in disbelief,positive,emotions_kaggle
i feel stressed and tense all the time,stress,extended_synthetic
i have been really struggling with low self-esteem i compare myself to others constantly,stress,counseling_kaggle
my frustration has turned into full blown rage and anger,anger,emotions_kaggle
i feel so sad and hopeless nothing seems to get better,sadness,emotions_kaggle
i cannot bring myself to do anything productive,low_motivation,extended_synthetic
my mind races at night and keeps me awake,insomnia,extended_synthetic
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
i am so angry and frustrated this is completely unfair,anger,emotions_kaggle
i feel so sad and hopeless nothing seems to get better,sadness,emotions_kaggle
i feel shocked and surprised by the sudden change of events,positive,emotions_kaggle
i have no motivation to do anything at all,low_motivation,extended_synthetic
every day is stressful and exhausting for me,stress,extended_synthetic
i am not worthy of love or happiness,low_self_esteem,extended_synthetic
i cannot control my anger everything is making me mad,anger,emotions_kaggle
i feel surprised and amazed by the unexpected good news,positive,emotions_kaggle
i am livid and feel like i could scream right now,anger,emotions_kaggle
i feel overwhelmed by all my responsibilities,overwhelmed,extended_synthetic
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
i have been through a traumatic experience and cannot stop thinking about it,stress,counseling_kaggle
i feel so sad and hopeless nothing seems to get better,sadness,emotions_kaggle
my frustration has turned into full blown rage and anger,anger,emotions_kaggle
i feel so sad and hopeless nothing seems to get better,sadness,emotions_kaggle
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
i lie awake for hours and cannot fall asleep,insomnia,extended_synthetic
i feel disconnected from everyone around me,loneliness,extended_synthetic
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i feel like a failure at everything i cannot seem to get anything right,low_self_esteem,counseling_kaggle
i am not worthy of love or happiness,low_self_esteem,extended_synthetic
every day is stressful and exhausting for me,stress,extended_synthetic
i have been through a traumatic experience and cannot stop thinking about it,stress,counseling_kaggle
i am exhausted but my mind will not let me sleep,insomnia,extended_synthetic
i am laughing and smiling it feels so good to be happy,positive,emotions_kaggle
i feel unmotivated and stuck in life,low_motivation,extended_synthetic
my relationship is causing me so much stress and anxiety,anxiety,counseling_kaggle
everything is falling apart and i feel helpless,overwhelmed,extended_synthetic
i have been feeling extremely anxious lately and cannot stop worrying about everything my mind races at night and i cannot sleep,anxiety,counseling_kaggle
i am deeply in love and it fills me with joy and tenderness,positive,emotions_kaggle
i am livid and feel like i could scream right now,anger,emotions_kaggle
i am livid and feel like i could scream right now,anger,emotions_kaggle
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
i feel like everything i do is wrong,low_self_esteem,extended_synthetic
i cannot control my anger everything is making me mad,anger,emotions_kaggle
i keep having panic attacks in public and now i avoid going out altogether,anxiety,counseling_kaggle
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i struggle with intrusive thoughts that i cannot control and they scare me,stress,counseling_kaggle
i feel left out and excluded from everything,loneliness,extended_synthetic
i feel overwhelmed by all my responsibilities,overwhelmed,extended_synthetic
i dread leaving the house and feel paralysed by fear,anxiety,emotions_kaggle
i dread going to bed because i know i will not sleep,insomnia,extended_synthetic
i feel panicked and afraid like something terrible will happen,anxiety,emotions_kaggle
i am lonely and have no one to talk to,loneliness,extended_synthetic
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
my self esteem is so low i cannot face people,low_self_esteem,extended_synthetic
no one reaches out to me and i feel so alone,loneliness,extended_synthetic
the loneliness is unbearable and painful,loneliness,extended_synthetic
nobody understands me and i am all alone,loneliness,extended_synthetic
my frustration has turned into full blown rage and anger,anger,emotions_kaggle
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
i have no energy or willpower to accomplish anything,low_motivation,extended_synthetic
i have been really struggling with low self-esteem i compare myself to others constantly,stress,counseling_kaggle
i am furious at the way i have been treated it is unjust,anger,emotions_kaggle
i am completely shocked by what just happened i did not expect this,positive,emotions_kaggle
i keep having panic attacks in public and now i avoid going out altogether,anxiety,counseling_kaggle
i feel left out and excluded from everything,loneliness,extended_synthetic
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
sleep has become impossible for me lately,insomnia,extended_synthetic
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
the anger is consuming me and i cannot calm down,anger,emotions_kaggle
i feel so happy and grateful today everything is going well,positive,emotions_kaggle
nothing excites me anymore and i feel apathetic,low_motivation,extended_synthetic
i feel unmotivated and stuck in life,low_motivation,extended_synthetic
anxiety and fear are controlling my life and i feel trapped,anxiety,emotions_kaggle
the anger is consuming me and i cannot calm down,anger,emotions_kaggle
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
i am laughing and smiling it feels so good to be happy,positive,emotions_kaggle
this is the best day i have had in a long time pure joy,positive,emotions_kaggle
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
i feel a deep sense of peace and happiness right now,positive,emotions_kaggle
i have been feeling extremely anxious lately and cannot stop worrying about everything my mind races at night and i cannot sleep,anxiety,counseling_kaggle
i feel panicked and afraid like something terrible will happen,anxiety,emotions_kaggle
i am lonely and have no one to talk to,loneliness,extended_synthetic
i have been feeling extremely anxious lately and cannot stop worrying about everything my mind races at night and i cannot sleep,anxiety,counseling_kaggle
this was completely unexpected and i am still in disbelief,positive,emotions_kaggle
i have no motivation to do anything at all,low_motivation,extended_synthetic
i lie awake for hours and cannot fall asleep,insomnia,extended_synthetic
i am stuck and have no desire to move forward,low_motivation,extended_synthetic
everything feels pointless so why even try,low_motivation,extended_synthetic
everything feels wonderful and i am in a great mood,positive,emotions_kaggle
i am furious at the way i have been treated it is unjust,anger,emotions_kaggle
i am nervous and apprehensive about everything in my life,anxiety,emotions_kaggle
i feel invisible and like nobody cares about me,loneliness,extended_synthetic
i feel overwhelmed by everything i have to do and like i cannot cope,stress,counseling_kaggle
i feel ashamed of who i am,low_self_esteem,extended_synthetic
i feel inadequate and useless compared to everyone,low_self_esteem,extended_synthetic
the loneliness is unbearable and painful,loneliness,extended_synthetic
i feel numb and disconnected from everything and everyone,sadness,emotions_kaggle
the anger is consuming me and i cannot calm down,anger,emotions_kaggle
i am so angry and frustrated this is completely unfair,anger,emotions_kaggle
i feel surprised and amazed by the unexpected good news,positive,emotions_kaggle
i have no motivation to do anything at all,low_motivation,extended_synthetic
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
the weight of everything is crushing me,overwhelmed,extended_synthetic
the sadness is crushing me and i feel completely alone,sadness,emotions_kaggle
i hate myself and think i am a failure,low_self_esteem,extended_synthetic
i feel like i am sinking under all this pressure,overwhelmed,extended_synthetic
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
i cannot relax because i am so stressed,stress,extended_synthetic
i feel so sad and hopeless nothing seems to get better,sadness,emotions_kaggle
i am furious at the way i have been treated it is unjust,anger,emotions_kaggle
my mind races at night and keeps me awake,insomnia,extended_synthetic
i am completely shocked by what just happened i did not expect this,positive,emotions_kaggle
i lie awake for hours and cannot fall asleep,insomnia,extended_synthetic
i feel surprised and amazed by the unexpected good news,positive,emotions_kaggle
i have no confidence in myself at all,low_self_esteem,extended_synthetic
i have no energy or willpower to accomplish anything,low_motivation,extended_synthetic
the anger is consuming me and i cannot calm down,anger,emotions_kaggle
i feel panicked and afraid like something terrible will happen,anxiety,emotions_kaggle
i have no confidence in myself at all,low_self_esteem,extended_synthetic
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
i have lost control and feel completely overwhelmed,overwhelmed,extended_synthetic
stress is ruining my health and my life,stress,extended_synthetic
i feel grateful and loving towards everyone who supports me,positive,emotions_kaggle
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
the sadness is crushing me and i feel completely alone,sadness,emotions_kaggle
i am terrified and cannot shake this overwhelming fear,anxiety,emotions_kaggle
i am amazed and taken aback by what just occurred,positive,emotions_kaggle
i feel a deep sense of peace and happiness right now,positive,emotions_kaggle
i feel invisible and like nobody cares about me,loneliness,extended_synthetic
i am nervous and apprehensive about everything in my life,anxiety,emotions_kaggle
my frustration has turned into full blown rage and anger,anger,emotions_kaggle
i am scared of what the future might hold for me,anxiety,emotions_kaggle
nobody understands me and i am all alone,loneliness,extended_synthetic
i constantly compare myself to others and feel inferior,low_self_esteem,extended_synthetic
i am furious at the way i have been treated it is unjust,anger,emotions_kaggle
anxiety and fear are controlling my life and i feel trapped,anxiety,emotions_kaggle
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
i cannot sleep no matter what i try i lie awake for hours with my mind going,insomnia,counseling_kaggle
i have no friends and feel completely isolated,loneliness,extended_synthetic
i cannot sleep at night no matter what i try,insomnia,extended_synthetic
i have no energy or willpower to accomplish anything,low_motivation,extended_synthetic
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
i am scared of what the future might hold for me,anxiety,emotions_kaggle
i have no motivation to do anything at all,low_motivation,extended_synthetic
i am laughing and smiling it feels so good to be happy,positive,emotions_kaggle
i am drowning in tasks and feel paralysed,overwhelmed,extended_synthetic
work is stressing me beyond my limits,stress,extended_synthetic
i am burned out and stressed from everything,stress,extended_synthetic
i am drowning in tasks and feel paralysed,overwhelmed,extended_synthetic
i have been feeling very angry lately and i take it out on people i love,anger,counseling_kaggle
i cannot sleep at night no matter what i try,insomnia,extended_synthetic
the fear is constant and i cannot find any peace or safety,anxiety,emotions_kaggle
i feel ashamed of who i am,low_self_esteem,extended_synthetic
i am lonely and have no one to talk to,loneliness,extended_synthetic
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
i feel surprised and amazed by the unexpected good news,positive,emotions_kaggle
i dread going to bed because i know i will not sleep,insomnia,extended_synthetic
no one reaches out to me and i feel so alone,loneliness,extended_synthetic
i feel abandoned and rejected by everyone,loneliness,extended_synthetic
i hate myself and think i am a failure,low_self_esteem,extended_synthetic
i cannot relax because i am so stressed,stress,extended_synthetic
i dread leaving the house and feel paralysed by fear,anxiety,emotions_kaggle
i wake up multiple times and cannot rest,insomnia,extended_synthetic
i feel worthless and not good enough,low_self_esteem,extended_synthetic
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
i keep having panic attacks in public and now i avoid going out altogether,anxiety,counseling_kaggle
nothing excites me anymore and i feel apathetic,low_motivation,extended_synthetic
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
i have been through a traumatic experience and cannot stop thinking about it,stress,counseling_kaggle
i feel rage building inside me and i want to explode,anger,emotions_kaggle
nothing excites me anymore and i feel apathetic,low_motivation,extended_synthetic
i feel disconnected from everyone around me,loneliness,extended_synthetic
i feel overwhelmed by everything i have to do and like i cannot cope,stress,counseling_kaggle
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
every day is stressful and exhausting for me,stress,extended_synthetic
i keep procrastinating and cannot get started,low_motivation,extended_synthetic
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
i have no friends and feel completely isolated,loneliness,extended_synthetic
i feel panicked and afraid like something terrible will happen,anxiety,emotions_kaggle
everything feels pointless so why even try,low_motivation,extended_synthetic
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
i cannot believe this happened i am truly astonished,positive,emotions_kaggle
sleep has become impossible for me lately,insomnia,extended_synthetic
the sadness is crushing me and i feel completely alone,sadness,emotions_kaggle
i am completely shocked by what just happened i did not expect this,positive,emotions_kaggle
i feel hostile and aggressive people keep pushing my buttons,anger,emotions_kaggle
